,Advertiser_ID,Advertiser_Name,Total_Creatives,Spend_USD,Regions,Elections
3452,AR372382598095175680,CALIFORNIA REPUBLICAN PARTY FEDERAL ACCT.,115,22100,US,US-Federal
3454,AR372561887209979904,WILLIAM DOUGLAS,8,500,US,US-Federal
3455,AR372679672393105408,FAMILY FARMERS AGAINST PROP 15 - STOP HIGHER FOOD TAXES,124,22800,US,US-Federal
3456,AR372698467169992704,STEINBERG FOR WESTPORT,10,2500,US,US-Federal
3458,AR372829687010820096,OUTSIDER CLUB LLC,124,32800,US,US-Federal
3462,AR373464517536907264,"COTTON FOR SENATE, INC.",289,109700,US,US-Federal
3463,AR373474756738940928,STUMBO FOR ATTORNEY GENERAL,1,500,US,US-Federal
3464,AR37363604135084032,ROONEY FOR CONGRESS,3,800,US,US-Federal
3465,AR373785506212741120,IFEOLUWA D FASAE,2,100,US,US-Federal
3467,AR373814196594278400,BRIGGS FOR KIDS,8,3600,US,US-Federal
3468,AR373882331955462144,SUOZZI FOR CONGRESS,31,44100,US,US-Federal
3469,AR373953181735976960,MARNA SANFORD FOR ALASKA,6,300,US,US-Federal
3470,AR37396795642347520,"OPPORTUNITY MATTERS FUND, INC.",22,423800,US,US-Federal
3471,AR374174802048450560,JOAN GREENE FOR CONGRESS,68,10600,US,US-Federal
3472,AR37428921997721600,JEWISH NEWS SERVICE INC,9,1000,US,US-Federal
3473,AR374290869244657664,COMMITTEE TO ELECT SHEMIA FAGAN,20,120000,US,US-Federal
3475,AR374363918048428032,PLANNED PARENTHOOD VOTES,12,47400,US,US-Federal
3476,AR374487510027337728,Ortega For Congress,15,300,US,US-Federal
3477,AR374526542690123776,MICHAEL FLOYD FOR PRESIDENT,8,0,US,US-Federal
3478,AR374590417443749888,JUDICIAL WATCH INC,90,1563500,US,US-Federal
3480,AR374673361852170240,"YES ON J: RE-IMAGINE L.A. COUNTY, A COALITION OF NONPROFIT ORGANIZATIONS AND JUSTICE ADVOCATES",22,96800,US,US-Federal
3484,AR375244764301230080,JOSH WINEGARNER FOR CONGRESS,38,16900,US,US-Federal
3485,AR375298365493084160,ENGAGED GEORGIA ACTION,1,300,US,US-Federal
3486,AR375299258846281728,"THE FARM IN POWAY, COMMITTEE MAJOR FUNDING FROM KEVIN MCNAMARA AND DAVID SANTISTEVAN",16,12100,US,US-Federal
3487,AR375651446164553728,"STUDENTS, PARENTS AND TEACHERS SUPPORTING MARSHALL TUCK FOR  SUPERINTENDENT OF PUBLIC INSTRUCTION 2018",3,2200,US,US-Federal
3489,AR375716317350592512,END CITIZENS UNITED,386,586200,US,US-Federal
3491,AR375818606291714048,DR FRIESE FOR ARIZONA,14,5200,US,US-Federal
3492,AR375939586930507776,PROMPT MEDIA LLC,81,2100,US,US-Federal
3493,AR375970648133992448,"CATALIST, LLC",4,600,US,US-Federal
3496,AR376408734798184448,FRIENDS OF BILL POSEY,63,9600,US,US-Federal
3497,AR376433198931902464,Better Colorado Now,17,12600,US,US-Federal
3498,AR376449073131028480,ELECT ELIZABETH FERGUSON,3,100,US,US-Federal
3499,AR376451615751667712,WFW ACTION FUND INC,36,4600,US,US-Federal
3501,AR376667944664432640,GUMBO PAC,8,56800,US,US-Federal
3503,AR376852456459468800,KANSAS REPUBLICAN PARTY,61,3300,US,US-Federal
3504,AR376987833828638720,FRIENDS OF DENYC BOLES,13,14900,US,US-Federal
3505,AR377141765456527360,LEADING COLORADO FORWARD,100,108800,US,US-Federal
3506,AR377150836427456512,LACKEY FOR ASSEMBLY,13,5600,US,US-Federal
3507,AR377185161806086144,Kathy Tran for Delegate,3,1100,US,US-Federal
3509,AR377290130806800384,CHAZ BEASLEY FOR NC,20,4400,US,US-Federal
3510,AR377333286638190592,OHIO HOUSE REPUBLICAN CAMPAIGN COMMITTEE,20,1600,US,US-Federal
3511,AR377416162327134208,"KENTUCKY OPPORTUNITY COALITION, INC.",4,7300,US,US-Federal
3513,AR377711140681023488,THE COLLECTIVE PAC,2,8800,US,US-Federal
3515,AR377856001337982976,JEFF JACKSON FOR US SENATE,16,8200,US,US-Federal
3516,AR377916921154109440,CODI GALLOWAY,5,1200,US,US-Federal
3517,AR37848110805811200,RE-ELECT MAYOR KUCINICH COMMITTEE,2,2500,US,US-Federal
3518,AR378575459899670528,BOXD MARKETING LLC,7,2000,US,US-Federal
3519,AR378701113462882304,RAYMOND SCOTT,14,300,US,US-Federal
3520,AR378822781296443392,VIRGINIA EDUCATION ASSOCIATION,5,3600,US,US-Federal
3521,AR378890469981028352,FRIENDS OF LEAH MCGRATH,9,400,US,US-Federal
3524,AR379083056314580992,GEORGENE LOUIS FOR CONGRESS,12,400,US,US-Federal
3525,AR379138409853091840,DEMOCRACY FOR AMERICA,41,6900,US,US-Federal
3527,AR37929612105220096,JANANI RAMACHANDRAN FOR ASSEMBLY 2022,9,900,US,US-Federal
3528,AR379326769938825216,LUCIO VALDEZ,3,19900,US,US-Federal
3529,AR379393565270212608,BACA FOR SENATE NM,2,5600,US,US-Federal
3531,AR379455137921368064,COMMITTEE TO ELECT JOY GARRATT,7,6000,US,US-Federal
3532,AR37946345297805312,"FREEDOM PARTNERS ACTION FUND, INC.",12,92800,US,US-Federal
3533,AR379476990714970112,"SEIFERT, DONALD F.",7,400,US,US-Federal
3535,AR379670367322505216,HARRY ARORA 2020,898,7500,US,US-Federal
3537,AR37985240521637888,FRIENDS OF ADEM 2020,45,4400,US,US-Federal
3538,AR379973282775957504,FF PAC,20,443400,US,US-Federal
3539,AR38013174988931072,BRNOVICH FOR SENATE,7,5300,US,US-Federal
3540,AR380172500539015168,MJE STRATEGIES LLC,4,4500,US,US-Federal
3542,AR380259121439440896,MAGGIE FOR NH,148,192700,US,US-Federal
3543,AR380283482493943808,ALETA BORRUD FOR MINNESOTA SENATE,12,8900,US,US-Federal
3546,AR380493695373279232,STEPHENSON FOR HOUSE,59,7100,US,US-Federal
3548,AR380562071252631552,FRIENDS FOR SHERYL DELOZIER,3,200,US,US-Federal
3549,AR380565507226468352,MONTANA DEMOCRATIC PARTY,97,65700,US,US-Federal
3550,AR380594335046959104,"KELVIN KING FOR GEORGIA, INC.",169,1300,US,US-Federal
3551,AR380654292790411264,DAVID CHIU FOR ASSEMBLY 2020,4,10200,US,US-Federal
3553,AR380952672758398976,BOROWSKY FOR SCOTTSDALE,2,300,US,US-Federal
3554,AR380957586200985600,Atlantic County Democratic Committee,1,200,US,US-Federal
3555,AR380973426040373248,COLARUSSO COMMITTEE,7,500,US,US-Federal
3556,AR380975762502582272,COOKIES RETAIL LLC,1,400,US,US-Federal
3557,AR381094647197335552,FRIENDS OF ED THOMPSON,2,1400,US,US-Federal
3558,AR381121104195878912,BRIAN JONES FOR CONGRESS 2020,156,2600,US,US-Federal
3559,AR381141788758376448,THE FUTURE WE WANT,7,14300,US,US-Federal
3560,AR381345816884805632,KEN CALVERT FOR CONGRESS COMMITTEE,315,21500,US,US-Federal
3562,AR38159238236733440,THE TRUMP NETWORK,7,0,US,US-Federal
3563,AR381676563726336000,"PROMEDIA GROUP, LLC",1,100,US,US-Federal
3565,AR381805034788093952,REP. TOM MALINOWSKI - U.S. HOUSE OF REPRESENTATIVES,9,7200,US,US-Federal
3566,AR381843826932711424,DEMAND THE VOTE,3,200,US,US-Federal
3567,AR381919143479214080,FRIENDS OF JUDGE JOHN KUCHNO,2,300,US,US-Federal
3568,AR381991711246647296,COMMITTEE TO ELECT PAM SNYDER,7,1000,US,US-Federal
3570,AR382471716791648256,EQUALITY PAC,39,62000,US,US-Federal
3571,AR382501747202981888,REAGAN INVESTMENTS LLC,186,94000,US,US-Federal
3575,AR382917912354095104,TANAKA FOR PALO ALTO,84,10300,US,US-Federal
3576,AR382988968293040128,RUTIGLIANO FOR TRUMBULL,1,800,US,US-Federal
3577,AR383080296477622272,BERNIE 2020,1024,8785000,US,US-Federal
3579,AR383251270535741440,FRIENDS OF ANDREW YANG,1083,1227900,US,US-Federal
3580,AR38337668358078464,Ryan Catala,5,100,US,US-Federal
3581,AR383485569591672832,DEBORAH FLORA FOR COLORADO,1,100,US,US-Federal
3582,AR383606996907065344,JAMIE RASKIN FOR CONGRESS,4,1400,US,US-Federal
3583,AR383692277777694720,VIRGINIA DOGWOOD INSTITUTE,2,200,US,US-Federal
3584,AR383768934353993728,PEOPLE FOR PROVENZA,8,7100,US,US-Federal
3586,AR384176440851038208,MARICOPA COUNTY DEMOCRATIC PARTY,10,15100,US,US-Federal
3587,AR384246534717308928,"FRIENDS OF TODD STEPHENS, INC.",3,1700,US,US-Federal
3588,AR384328723211485184,STORY NETWORK FOUNDATION,4,18600,US,US-Federal
3589,AR384397373968744448,CHRYSTA CASTANEDA FOR TEXAS,3,600,US,US-Federal
3590,AR384487808800129024,BARRY RICHARD ZEEBERG,3,200,US,US-Federal
3592,AR384607793006510080,C3 PAC,5,1200,US,US-Federal
3593,AR384611847455637504,GLOBAL GROWTH HOLDINGS INC.,3,0,US,US-Federal
3594,AR384658851577724928,ERIC BERTHEL FOR SENATE,4,2200,US,US-Federal
3595,AR384723516605333504,DIANE BLACK FOR GOVERNOR,311,202000,US,US-Federal
3596,AR384723619684548608,WEST VIRGINIA OIL MARKETERS AND GROCERS ASSN INC,1,2100,US,US-Federal
3597,AR384836010388750336,MASSEY FOR SENATE,5,3100,US,US-Federal
3598,AR384925826744844288,FRIENDS OF HAGEDORN,138,56100,US,US-Federal
3599,AR384990079455592448,"FRIENDS OF TODD STEPHENS, INC",1,6400,US,US-Federal
3600,AR385010970176520192,DITTRICH FOR THE 38TH ASSEMBLY DISTRICT,4,3300,US,US-Federal
3603,AR385549868313083904,FRIENDS OF ASSEMBLYMAN JEFFREY DINOWITZ,3,400,US,US-Federal
3605,AR385831618167701504,NATALIA LINOS FOR CONGRESS,19,12200,US,US-Federal
3606,AR385859655714209792,ILLINOIS COALITION FOR JOBS GROWTH AND PROSPERITY,6,200,US,US-Federal
3607,AR385966720658964480,UNITED WE DREAM ACTION PAC,190,110500,US,US-Federal
3608,AR385970809467830272,Duan & Lopatka CPA's PC,3,0,US,US-Federal
3609,AR386101342113890304,KNAGGS FOR CONGRESS,2,500,US,US-Federal
3610,AR386155974097895424,JASON ROSS FOR CONGRESS,2,500,US,US-Federal
3611,AR38626393239584768,COMMITTEE TO ELECT JEFF BURKHART,1,1300,US,US-Federal
3612,AR386358112438714368,SAVE AMERICA JOINT FUNDRAISING COMMITTEE,19,32600,US,US-Federal
3613,AR386425766763560960,FRIENDS OF DAVID SCHWEIKERT,13,17000,US,US-Federal
3614,AR386440060414722048,SOUTH CAROLINAS CONSERVATIVE FUTURE,5,900,US,US-Federal
3616,AR386457893118935040,BOSTON TURNOUT PROJECT INDEPENDENT EXPENDITURE POLITICAL ACTION COMMITTEE,1,7500,US,US-Federal
3618,AR38679101078241280,VOTE TO SURVIVE,14,1100,US,US-Federal
3619,AR386886737013506048,P. K. MARTIN FOR STATE SENATE,2,3900,US,US-Federal
3620,AR386975316419018752,MARSHA FOR SENATE,336,688700,US,US-Federal
3621,AR38699854360215552,KENNETH BLAIR,6,100,US,US-Federal
3624,AR387320906667524096,LYNN FOR SD19,33,6300,US,US-Federal
3626,AR387412028693676032,FRIENDS OF CRAIG WILLIAMS,4,2300,US,US-Federal
3627,AR38741498363117568,COMMITTEE TO ELECT A REPUBLICAN SENATE,16,13300,US,US-Federal
3628,AR387440753434951680,FRIENDS OF ZACH THOMAS,2,800,US,US-Federal
3630,AR38761220852940800,RIK FOR NEW JERSEY INC,17,900,US,US-Federal
3631,AR387731161943638016,FRIENDS OF CALEB ROWDEN,2,2800,US,US-Federal
3632,AR387850046638391296,SCHMITT FOR MISSOURI,5,0,US,US-Federal
3636,AR388431963167391744,RATCHET INDUSTRIES INC,1,600,US,US-Federal
3637,AR388437666883960832,MOVEON.ORG POLITICAL ACTION,132,401500,US,US-Federal
3639,AR388465910588899328,CALVIN SCHRAGE,31,3700,US,US-Federal
3640,AR388674542920269824,GARRETT FOR NC,1,1300,US,US-Federal
3642,AR388900183322132480,CIATTARELLI FOR GOVERNOR,19,1140200,US,US-Federal
3643,AR389162245046665216,TEXANS FOR DAN PATRICK,4,72300,US,US-Federal
3645,AR389378848837337088,PA VALUES,21,33900,US,US-Federal
3646,AR389533673818423296,ANNA PAULINA LUNA FOR CONGRESS,38,97700,US,US-Federal
3647,AR389588237082951680,CAROL FOR MAYOR,20,1100,US,US-Federal
3648,AR389673311795150848,IOWA DEMOCRATIC PARTY,119,672200,US,US-Federal
3649,AR389693240443404288,POWERED BY PEOPLE,19,8200,US,US-Federal
3650,AR389744367734095872,HOUSE VICTORY COMMITTEE,50,9100,US,US-Federal
3651,AR389794326793682944,JON ROSENTHAL FOR TEXAS,11,32100,US,US-Federal
3652,AR389868612548034560,J M MOLINA INVESTMENT COMPANY,12,4900,US,US-Federal
3653,AR390006669976797184,BRENDAN KELLY FOR SOUTHERN ILLINOIS,10,3800,US,US-Federal
3654,AR39007580177039360,"KLEVORN, VIRGINIA (GINNY) HOUSE COMMITTEE",79,7600,US,US-Federal
3655,AR390131327107596288,BRYAN SLATON CAMPAIGN,18,2300,US,US-Federal
3656,AR390207914964418560,"DASH TWO, INC.",3,300,US,US-Federal
3657,AR390265811123568640,MACCO FOR WISCONSIN,48,1300,US,US-Federal
3658,AR390416581655527424,SUZANNE VALDEZ FOR DISTRICT ATTORNEY,1,4800,US,US-Federal
3659,AR390478085587206144,TEXANS FOR HENRY CUELLAR CONGRESSIONAL CAMPAIGN,26,11900,US,US-Federal
3662,AR390656481348812800,JANET NGUYEN FOR SENATE 2018,1,100,US,US-Federal
3664,AR390681907555205120,AIDS HEALTHCARE FOUNDATION,117,20600,US,US-Federal
3666,AR390775366043566080,THOM TILLIS COMMITTEE,869,975300,US,US-Federal
3672,AR391148718960672768,SAVECALIFORNIANOW,11,17700,US,US-Federal
3673,AR391177134464303104,RUSSO FOR CONGRESS,3,10000,US,US-Federal
3675,AR391478916046389248,THE COMMITTEE TO ELECT AYANNA PRESSLEY,48,43100,US,US-Federal
3676,AR391489155248422912,DAVID STRAZ FOR MAYOR,4,100,US,US-Federal
3677,AR391506884873420800,CHESTER WATER AUTHORITY,2,800,US,US-Federal
3678,AR391543374915567616,"DIGITAL MOOSE, LLC",287,13200,US,US-Federal
3680,AR391766369617575936,"FLORES, PETER P.",2,1400,US,US-Federal
3681,AR391777089855946752,FRIENDS OF JEFFREY A. CROSSMAN,21,800,US,US-Federal
3682,AR392305267754139648,MICHAEL MARCANTONIO FOR NEW YORK,19,4800,US,US-Federal
3683,AR392354814496866304,SPRINGBOARD DEVELOPMENT COMPANY,6,1500,US,US-Federal
3685,AR392410477273022464,MONTANA REPUBLICAN STATE CENTRAL COMMITTEE,28,4600,US,US-Federal
3686,AR392554994332598272,JAY LIN FOR GEORGIA,2,300,US,US-Federal
3687,AR392587017608757248,PFAFF FOR STATE SENATE,126,69700,US,US-Federal
3688,AR392604815953231872,KAINE FOR VIRGINIA,73,247500,US,US-Federal
3690,AR392814169839108096,COMMITTEE TO ELECT JB SMILEY JR,2,2400,US,US-Federal
3691,AR392837568820936704,"PEACH STATE VALUES, INC.",12,4600,US,US-Federal
3692,AR392853339940847616,PAUL CELENTANO,2,0,US,US-Federal
3693,AR392941816267145216,"BIPARTISAN POLICY CENTER, INC",2,35200,US,US-Federal
3695,AR393003423278039040,"CAITLYN JENNER FOR GOVERNOR 2021, INC.",325,37200,US,US-Federal
3696,AR393227551851413504,CICILLINE COMMITTEE,13,10300,US,US-Federal
3697,AR393285344931348480,MATTHEW DURKIN,1,2000,US,US-Federal
3698,AR393298917028003840,FRANK SALINAS,3,400,US,US-Federal
3699,AR39338808054906880,CITIZENS TO ELECT TERRI CARVER,1,400,US,US-Federal
3700,AR393401824444416000,CLAYTON FULLER FOR CONGRESS,1,400,US,US-Federal
3702,AR393609425983635456,RAY WARD COMMITTEE TO ELECT,11,1200,US,US-Federal
3703,AR39370419014205440,LING LING CHANG FOR SENATE 2020,5,20800,US,US-Federal
3704,AR393899078578077696,SYLVESTER TURNER FOR MAYOR CAMPAIGN,11,76300,US,US-Federal
3705,AR393909970615140352,JESSEL COSTA FOR JUDGE,2,600,US,US-Federal
3708,AR394067166418173952,WALBERG FOR CONGRESS,29,9100,US,US-Federal
3710,AR394083590373113856,ADVANCED ENERGY WORKS,2,32000,US,US-Federal
3711,AR39408695762747392,WOMEN VOTE!,7,36700,US,US-Federal
3712,AR394105133929070592,SUSAN WRIGHT FOR CONGRESS,2,2100,US,US-Federal
3714,AR394188662453043200,PATIENTS FOR AFFORDABLE DRUGS NOW,181,234800,US,US-Federal
3715,AR394386711984996352,EVERYTOWN FOR GUN SAFETY ACTION FUND INC,208,27000,US,US-Federal
3716,AR394457252527865856,PROTECT OHIO VALUES PAC (POV PAC),11,137600,US,US-Federal
3718,AR394604174769127424,WASHINGTON FOR LINCOLN,1,200,US,US-Federal
3719,AR394624412655026176,SENATE COMMITTEE TO ELECT SYLVIA ALLEN,1,2100,US,US-Federal
3720,AR394698835848331264,NANCY PELOSI FOR CONGRESS,40,399000,US,US-Federal
3721,AR394719486051090432,KEN RUSSELL FOR FLORIDA,1,1400,US,US-Federal
3722,AR394809199327969280,MO BROOKS FOR SENATE,43,30100,US,US-Federal
3723,AR394866854968950784,COMMITTEE TO ELECT WILLCROCKER,1,100,US,US-Federal
3724,AR394931726154989568,FRIENDS OF MARK HASS,3,6900,US,US-Federal
3726,AR395123178617176064,BE CHANGE NOW,2,23000,US,US-Federal
3727,AR395176608010338304,TEXAS WATCH,2,100,US,US-Federal
3728,AR395200247510335488,MICHAEL WOJCIK,3,200,US,US-Federal
3729,AR395266115128786944,FRIENDS OF HARRY BRONSON,6,900,US,US-Federal
3730,AR39531463107936256,REP. JOSH HARDER - U.S. HOUSE OF REPRESENTATIVES,1,2000,US,US-Federal
3731,AR395368369710170112,CHAMPIONING AMERICA AT HER BEST,10,80700,US,US-Federal
3733,AR395528967127302144,DAN FOR COLORADO,9,5600,US,US-Federal
3734,AR395590883375841280,LINDSEY CONSTANCE FOR KANSAS,17,24400,US,US-Federal
3735,AR395625208754470912,REBUILD USA PAC,1,5800,US,US-Federal
3737,AR395772302794424320,Shapiro for Pennsylvania,5,22100,US,US-Federal
3738,AR395785634372911104,2020 VISION FOR ADAMS COUNTY,1,6200,US,US-Federal
3739,AR395836005749358592,DEMOCRATIC PARTY OF SC,14,5900,US,US-Federal
3740,AR396046081189740544,JUSTICE 2020,3,1900,US,US-Federal
3741,AR396343911401914368,JENNIFER BRUNNER COMMITTEE,6,49300,US,US-Federal
3744,AR396652668010889216,AMY FOR AMERICA,347,2592900,US,US-Federal
3745,AR396759080120614912,MARK MCCLOSKEY FOR MISSOURI,79,15500,US,US-Federal
3746,AR396837179805925376,ANTHONY KYRIAKAKIS FOR JUDGE,4,500,US,US-Federal
3747,AR396871333385863168,HANEEFAH KHAALIQ FOR CONGRESS,8,100,US,US-Federal
3748,AR397058593959968768,FRIENDS OF BRETT HARRELL,4,2900,US,US-Federal
3751,AR397414973166321664,CLARK POPE FOR DISTRICT 11,13,200,US,US-Federal
3754,AR39762669787414528,GEORGIA FEDERAL ELECTIONS COMMITTEE,554,816500,US,US-Federal
3755,AR397684765831987200,STAND FOR AMERICA INC,5,11000,US,US-Federal
3756,AR39779265541046272,DAVID JAMES FOR MAYOR,3,1500,US,US-Federal
3757,AR397919752082685952,BILLY LONG FOR SENATE,14,400,US,US-Federal
3758,AR398012626455494656,"STANDING BY OHIO, INC.",25,8200,US,US-Federal
3761,AR398318015810109440,SWEET FOR SENATE,2,2900,US,US-Federal
3762,AR398319561998336000,CARLINA FOR COUNCIL,1,1000,US,US-Federal
3763,AR398509949308633088,FRIENDS OF RANDY SWARTZMILLER 2020,495,3800,US,US-Federal
3764,AR398877151832571904,PARADEXO LLC.,3,100,US,US-Federal
3765,AR398967071267880960,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - C A R,22,1800,US,US-Federal
3766,AR398987824549855232,COMMITTEE TO ELECT STEVEN HALL,12,1700,US,US-Federal
3767,AR399156187267858432,PLANNED PARENTHOOD MAINE ACTION FUND,3,3500,US,US-Federal
3768,AR399188966458261504,"COMMITTEE FOR PEACE, JUSTICE, AND MIKE GRAVEL",18,4500,US,US-Federal
3770,AR399360215394287616,COMMITTEE TO RE-ELECT STEVE WATKINS,95,20600,US,US-Federal
3771,AR399562525533798400,DANIEL WEBSTER FOR CONGRESS,53,3600,US,US-Federal
3772,AR399626778244546560,NORTH STAR,4,104800,US,US-Federal
3773,AR399690962235817984,DEGRAZIA FOR AZ HOUSE - DISTRICT 10,2,9500,US,US-Federal
3775,AR399769714756157440,COMMITTEE TO ELECT STEVE CHRISTIANSEN,5,100,US,US-Federal
3776,AR399819433297575936,REP. WILLIAM TIMMONS - U.S. HOUSE OF REPRESENTATIVES,107,7800,US,US-Federal
3779,AR400011847832436736,EVERGREEN ACTION,8,5900,US,US-Federal
3781,AR400059023753216000,JORDAN GROSSMAN FOR WARD 2,15,8000,US,US-Federal
3783,AR400094483003211776,GOOD JOBS MT,91,162000,US,US-Federal
3784,AR400128808381841408,"RESTORATION ACTION, INC.",2,23800,US,US-Federal
3786,AR400289234000281600,LEADERS IGNITING TRANSFORMATION ACTION FUND INC,1,1200,US,US-Federal
3787,AR400403686288785408,CITIZENS TO ELECT ALI,1,600,US,US-Federal
3788,AR400570949495160832,BLUEFLOWER ACTION FUND,2,1000,US,US-Federal
3791,AR400759893696446464,DEMOCRATS.COM,80,26000,US,US-Federal
3793,AR400869088944979968,TARVER FOR SENATE,16,3800,US,US-Federal
3795,AR400910114472591360,BRIAN BURLEY,15,9000,US,US-Federal
3797,AR401127611616460800,DEMOCRATIC PARTY OF POLK COUNTY,23,2900,US,US-Federal
3799,AR401310955180392448,JENNIFER LEEPER2020,7,3100,US,US-Federal
3800,AR40133273925451776,TOM REED FOR CONGRESS,20,52700,US,US-Federal
3801,AR40146949101322240,GUNNIGLE 2020,10,15500,US,US-Federal
3803,AR401680322367848448,WHITNEY FOR MONTANA,50,16100,US,US-Federal
3804,AR401740142672347136,CITIZENS FOR BRENTWOOD,1,0,US,US-Federal
3805,AR40198145111490560,MONTANANS FOR TESTER,257,206900,US,US-Federal
3806,AR40205017059164160,VALERIE PLAME FOR CONGRESS,11,29700,US,US-Federal
3808,AR402070133599633408,JOSEPH C ROCHA FOR CONGRESS,6,1200,US,US-Federal
3810,AR402157166816919552,COMMONWEALTH VALUES PAC,8,29900,US,US-Federal
3811,AR402163179771133952,TEXANS FOR JOHN LIRA,1,1900,US,US-Federal
3812,AR402262101457895424,314 ACTION FUND,7,18500,US,US-Federal
3813,AR40234841312067584,"THE FOUNDATION FOR CONSTITUTIONAL GOVERNMENT, INC.",63,19300,US,US-Federal
3814,AR40237040335323136,JASON FIELDS FOR MILWAUKEE,17,6200,US,US-Federal
3815,AR402603877775441920,GARRETT FOR MICHIGAN,1,0,US,US-Federal
3816,AR402737915114815488,WOMEN VOTE!,197,974500,US,US-Federal
3817,AR403025368686002176,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW CLC,30,54700,US,US-Federal
3818,AR403037463313907712,RE-ELECT SUSAN WENGRAF FOR CITY COUNCIL 2020,1,200,US,US-Federal
3819,AR403046534284836864,GEORGETTE GOMEZ FOR CONGRESS,2,10200,US,US-Federal
3820,AR403063301837160448,SERGIO FOR GOVERNOR,5,100,US,US-Federal
3821,AR403116834309537792,LANGEVIN FOR CONGRESS,10,3300,US,US-Federal
3822,AR403119926685990912,"APPALACHIAN NEWSPAPERS, INC.",11,1500,US,US-Federal
3823,AR403197133018103808,BRIAN E HARRISON,6,1600,US,US-Federal
3824,AR403235925162721280,NICK DICEGLIE CAMPAIGN,2,200,US,US-Federal
3825,AR403269528986845184,ALLIANCE FOR A BETTER MINNESOTA,97,50300,US,US-Federal
3826,AR403311241709223936,IGN ENTERTAINMENT INC.,2,34500,US,US-Federal
3827,AR403564266822565888,PRIORITIES USA & MAJORITY FORWARD,104,1204200,US,US-Federal
3828,AR403612370456281088,ZINA SPEZAKIS FOR CONGRESS,9,1700,US,US-Federal
3829,AR403813993401024512,KRISTIN LYERLY FOR STATE ASSEMBLY,70,27800,US,US-Federal
3830,AR403838113937358848,ESSHAKI FOR CONGRESS,20,4200,US,US-Federal
3831,AR403893845432991744,IMPERATIVE POLITICAL STRATEGIES,31,7000,US,US-Federal
3832,AR403984761300713472,BILL FLORES FOR CONGRESS,4,7800,US,US-Federal
3833,AR40405609211756544,FRIENDS OF AZAM NIZAMUDDIN FOR JUDGE,1,900,US,US-Federal
3834,AR404113610319593472,RAND PAUL FOR US SENATE,54,98700,US,US-Federal
3835,AR404119588914069504,SIMPSON FOR CONGRESS,11,1200,US,US-Federal
3836,AR404207962161152,FRIENDS OF LESLIE,1,300,US,US-Federal
3838,AR404222736848650240,JUDITH STAHL,3,1500,US,US-Federal
3840,AR404440165273042944,MOE DAVIS FOR CONGRESS,8,28400,US,US-Federal
3841,AR40471923506806784,SENATE MAJORITY FUND,61,84600,US,US-Federal
3842,AR4048058216087552,ASHLEY EASON,16,7000,US,US-Federal
3843,AR404873991329677312,AMANDA EDWARDS FOR TEXAS,22,4300,US,US-Federal
3844,AR404898799060779008,CHANDER FOR COUNCIL,2,0,US,US-Federal
3845,AR404901135522988032,FUND HER PAC,5,1200,US,US-Federal
3846,AR404989714928500736,AMERICAN CONSERVATIVE UNION,16,194100,US,US-Federal
3847,AR404999954130534400,CADDY MCKEOWN FOR REPRESENTATIVE,1,1800,US,US-Federal
3848,AR405064825316573184,PERISE PRACTICAL INC,6,235100,US,US-Federal
